n,type,load,elast
942,"S",100.2143,.3761998
943,"S",104.7066,.9598545
944,"S",104.7435,.745979
945,"S",103.5726,.7494296
946,"S",106.3105,.2270716
947,"S",108.6572,.3067336
948,"S",90.77681,.429732
949,"S",103.1951,.5677816
950,"S",97.80481,.695943
951,"S",100.8116,.7453513
952,"S",99.06198,.575582
953,"S",109.4509,.2512216
954,"S",92.49432,.3839753
955,"S",102.2229,.7096314
956,"S",98.05515,.2199487
957,"S",101.9605,.3548863
958,"S",98.33651,.287836
959,"S",104.6215,.5853956
960,"S",95.12321,.591592
961,"S",102.5848,.3861232
962,"S",94.05537,.4488836
963,"S",90.49982,.198442
964,"S",96.97484,.5964118
965,"S",101.9626,.7161862
966,"S",85.82166,.2955748
967,"S",105.7636,.434944
968,"S",110.1743,.8523355
969,"S",99.74315,.4872994
970,"S",112.1309,.623135
971,"S",105.9336,.5311056
972,"S",106.3061,.9127852
973,"S",100.4178,.5411447
974,"S",112.8456,.4826828
975,"S",115.0339,.4850492
976,"S",112.3148,.4489909
977,"S",104.6838,.9259881
978,"S",95.65925,.2777605
979,"S",105.5156,.5937316
980,"S",96.46445,.6020045
981,"S",101.7694,1.029208
982,"S",103.1813,.602205
983,"S",104.9196,.5215468
984,"S",103.12,.3713971
985,"S",104.2214,.5384594
986,"S",103.3268,.3682306
987,"S",105.1731,.8469653
988,"S",92.35582,.7138186
989,"S",104.9483,.4786039
990,"S",105.6128,.1594082
991,"S",100.1673,.5453284
992,"S",99.80124,.4859651
993,"S",101.8051,.9925199
994,"S",96.15645,.1605418
995,"S",103.478,.5597506
996,"S",105.4883,.5416313
997,"S",105.0215,.5294358
998,"S",105.9054,.9238523
999,"S",92.56576,.2515276
1000,"S",105.969,.5216119
1001,"S",105.1562,.8376957
1002,"S",110.0824,.8812977
1003,"S",93.44404,.4770848
1004,"S",93.22899,.7953504
1005,"S",101.2927,.8045293
1006,"S",94.7198,.3241448
1007,"S",103.8811,.6611851
1008,"S",102.2774,.1401432
1009,"S",110.6025,.6463226
1010,"S",86.48351,.8488262
1011,"S",108.2171,.8025028
1012,"S",94.67616,.5563162
1013,"S",95.66747,.591492
1014,"S",98.3198,.0901945
1015,"S",116.619,.6252609
1016,"S",100.8204,.5875648
1017,"S",109.2812,.1599564
1018,"S",100.0742,.3534461
1019,"S",94.26128,.8389767
1020,"S",95.62209,.3783079
1021,"S",101.5814,.453376
1022,"S",90.65553,.5406678
1023,"S",100.6961,.3099416
1024,"S",93.76229,.3933716
1025,"S",96.97314,.2752586
1026,"S",99.89909,.2949419
1027,"S",88.52861,.3647485
1028,"S",91.29438,.3737174
1029,"S",99.31821,.5290673
1030,"S",105.3564,.829601
1031,"S",91.25795,.6633717
1032,"S",102.3433,.5113083
1033,"S",99.93128,.551753
1034,"S",88.04507,.3259782
1035,"S",75.88159,.4158287
1036,"S",98.53513,.2475134
1037,"S",95.83514,.4677107
1038,"S",113.9541,.8496611
1039,"S",102.2425,.2875399
1040,"S",88.38773,.0650147
1041,"S",105.8186,.5484918
1042,"S",95.11173,.3848705
1043,"S",108.9258,.927725
1044,"S",100.7414,.0435888
1045,"S",94.72681,.1208101
1046,"S",103.5979,.2284539
1047,"S",102.4508,.569597
1048,"S",112.1535,.6389911
1049,"S",102.7071,.9734386
1050,"S",92.6498,.1275596
1051,"S",108.9788,.6898707
1052,"S",106.4613,.6467389
1053,"S",89.55017,.3630249
1054,"S",112.2034,.7285395
1055,"S",99.98351,.6596342
1056,"S",100.1837,.5948547
1057,"S",96.60104,.8984007
1058,"S",106.2429,.4429964
1059,"S",109.0698,.9124128
1060,"S",101.9863,.548971
1061,"S",89.95005,.4276541
1062,"S",101.0107,.104501
1063,"S",101.9999,.5151517
1064,"S",101.2475,.4036658
1065,"S",98.01404,1.044657
1066,"S",96.73643,.3516949
1067,"S",95.60705,.691695
1068,"S",102.3774,.5094635
1069,"S",104.6992,.4363825
1070,"S",96.14874,.4691785
1071,"S",97.58222,.5032131
1072,"S",90.88693,.4876449
1073,"S",100.0673,.7455457
1074,"S",99.01114,.6234104
1075,"S",100.5784,.2992071
1076,"S",109.6729,.4745575
1077,"S",95.52769,.5901629
1078,"S",106.4974,.2552136
1079,"S",94.27016,.3849015
1080,"S",105.6188,.4898937
1081,"S",104.0146,.5141392
1082,"S",97.009,.4728385
1083,"S",100.3413,.7356412
1084,"S",100.7204,.8044196
1085,"S",97.09893,.2171218
1086,"S",81.54487,.4555028
1087,"S",105.5567,.6842439
1088,"S",100.9135,.355304
1089,"S",92.04441,.8161043
1090,"S",92.95556,.6313788
1091,"S",112.2558,1.101768
1092,"S",98.86561,.3929773
1093,"S",91.38064,.2002953
1094,"S",100.7983,.347201
1095,"S",103.1513,.5696231
1096,"S",103.3987,.7604051
1097,"S",91.05119,.3484993
1098,"S",91.26923,.5817294
1099,"S",88.87547,.4537211
1100,"S",103.8048,.6568515
1101,"S",102.1935,.2986975
1102,"S",99.29424,.4866489
1103,"S",95.19267,.4773258
1104,"S",105.4662,.2711352
1105,"S",103.0113,.6897666
1106,"S",98.98274,.402999
1107,"S",101.2478,.2060384
1108,"S",91.67144,.8151749
1109,"S",97.07048,.740176
1110,"S",103.3066,.829511
1111,"S",96.45396,.6688196
1112,"S",111.5328,.7522713
1113,"S",91.09162,.4509024
1114,"S",100.2679,.73076
1115,"S",106.548,.6403866
1116,"S",96.84081,.4501672
1117,"S",107.6854,.3529904
1118,"S",90.15676,.2285812
1119,"S",109.352,.5178987
1120,"S",92.62045,.5663734
1121,"S",104.3025,.4993574
1122,"S",101.9801,.2272772
1123,"S",105.2493,1.009857
1124,"S",95.25626,.2652031
1125,"S",101.1721,.2420617
1126,"S",94.68867,.3173871
1127,"S",103.385,.430696
1128,"S",102.4145,.7456911
1129,"S",115.0596,.7431568
1130,"S",108.3468,.8477896
1131,"S",93.4661,.5098258
1132,"S",104.037,.7745957
1133,"S",109.6179,.7576467
1134,"S",98.94473,.5561912
1135,"S",111.5599,.2123921
1136,"S",94.39717,.7654426
1137,"S",109.0681,.6754342
1138,"S",100.0695,.6237965
1139,"S",98.88303,.6529574
1140,"S",107.6583,.5915885
1141,"S",87.73351,.3791392
1142,"S",90.33647,.289665
1143,"S",95.11914,.4311267
1144,"S",112.1334,.9489845
1145,"S",92.71779,.3874978
1146,"S",106.8381,.3147986
1147,"S",97.43672,.6440242
1148,"S",105.4548,.1871394
1149,"S",100.0773,.3970662
1150,"S",99.90294,.6541615
1151,"S",103.2792,.7089609
1152,"S",101.5875,.8047855
1153,"S",101.6504,.6558072
1154,"S",96.00808,.5579939
1155,"S",104.8694,.6918174
1156,"S",110.9558,.7152113
1157,"S",91.41418,.7382601
1158,"S",89.86292,.3187218
1159,"S",103.11,.5707564
1160,"S",97.87842,.6605542
1161,"S",103.8791,.5701657
1162,"S",113.0514,.6181945
1163,"S",103.3922,.765094
1164,"S",97.23672,.7950612
1165,"S",98.61491,.5752244
1166,"S",87.04959,.3589726
1167,"S",97.01816,.4854057
1168,"S",104.4997,.1678275
1169,"S",108.7447,.787436
1170,"S",108.3565,.5604652
1171,"S",102.9767,.509087
1172,"S",99.28616,.153711
1173,"S",89.66859,.363004
1174,"S",97.69698,.3414183
1175,"S",95.95797,.5627581
1176,"S",102.3572,.672166
1177,"S",109.8321,.7100262
1178,"S",91.27834,.6678342
1179,"S",87.2735,.3357536
1180,"S",103.7861,.8322161
1181,"S",103.9419,.1956062
1182,"S",97.13755,.2970295
1183,"S",115.2726,.5086881
1184,"S",86.2466,.4776035
1185,"S",115.1359,.475794
1186,"S",104.3268,.4417383
1187,"S",102.8069,.5767218
1188,"S",97.36538,.399783
1189,"S",99.66437,.483674
1190,"S",89.45499,.2150079
1191,"S",109.4478,.7236254
1192,"S",108.6569,.512609
1193,"S",100.9171,.0810748
1194,"S",99.73189,.5682952
1195,"S",101.9163,.5934051
1196,"S",104.9004,.3501345
1197,"S",96.32135,.468606
1198,"S",96.17578,.5032
1199,"S",107.3643,.6428636
1200,"S",101.3035,.6367928
1201,"S",107.4903,.4982538
1202,"S",97.20542,.5539537
1203,"S",111.5627,.9078622
1204,"S",97.34934,.5771732
1205,"S",101.5075,.7614702
1206,"S",106.5798,.4578989
1207,"S",110.054,.687954
1208,"S",102.4288,.3548021
1209,"S",104.7299,.1016085
1210,"S",99.82661,.4586121
1211,"S",102.3951,.7943891
1212,"S",105.5521,.2358501
1213,"S",104.9948,.4414434
1214,"S",99.73129,.3832809
1215,"S",95.9301,.890501
1216,"S",103.8055,.4392318
1217,"S",100.5036,.4976389
1218,"S",101.3813,.3809671
1219,"S",109.8085,.9601825
1220,"S",102.7598,.5978062
1221,"S",96.22729,.6105431
1222,"S",104.2887,.6313362
1223,"S",106.0093,.4648618
1224,"S",104.8833,.1877394
1225,"S",102.1499,.5471714
1226,"S",94.6976,.7496616
1227,"S",104.8571,.4994912
1228,"S",95.30162,.4727395
1229,"S",90.78294,.4861278
1230,"S",99.34456,.2350732
1231,"S",98.73492,.6825913
1232,"S",97.80907,.5491077
1233,"S",108.3517,.2368919
1234,"S",103.9723,.6554071
1235,"S",98.14417,.3593024
1236,"S",90.3778,.1205033
1237,"S",104.9463,.5005947
1238,"S",103.8368,.852228
1239,"S",98.34086,.7034481
1240,"S",98.63027,.7764024
1241,"S",105.5383,.4743178
1242,"S",92.8208,.1938506
1243,"S",94.89232,.1617032
1244,"S",95.6417,.5853095
1245,"S",106.4816,.370807
1246,"S",92.07448,.2220396
1247,"S",100.7909,.3146993
1248,"S",95.26009,.6805537
1249,"S",95.21322,.6504228
1250,"S",95.26563,.2428871
1251,"S",86.50309,.1348373
1252,"S",96.82125,.3675088
1253,"S",102.1354,.7833429
1254,"S",101.9939,.2325101
1255,"S",109.405,.5978339
1256,"S",93.59663,.2120654
1257,"S",100.6128,.5170239
1258,"S",94.58389,.349018
1259,"S",93.41386,.8050644
1260,"S",114.6165,.6472466
1261,"S",92.6497,.2048779
1262,"S",105.0993,.6900383
1263,"S",94.63994,.4576183
1264,"S",104.3163,.346163
1265,"S",84.08847,.0234867
1266,"S",110.9318,.832511
1267,"S",113.6051,.578528
1268,"S",91.2793,.4594081
1269,"S",96.8799,.3144227
1270,"S",101.4813,.4595202
1271,"S",106.3844,.6441524
1272,"S",97.25777,.4389317
1273,"S",89.40438,.3954843
1274,"S",101.3569,.1959863
1275,"S",105.9873,.4472072
1276,"S",94.94012,.5789094
1277,"S",94.00201,.1796424
1278,"S",96.99083,.4307057
1279,"S",99.42634,.7812954
1280,"S",99.10987,.392255
1281,"S",102.6621,.3886132
1282,"S",113.2494,.6851042
1283,"S",107.0896,.7925821
1284,"S",108.0142,.4527708
1285,"S",101.9962,.4736544
1286,"S",107.9533,.3899984
1287,"S",111.9788,1.094021
1288,"S",114.4049,1.086777
1289,"S",100.2251,.5830788
1290,"S",91.10625,.4045284
1291,"S",96.45442,.1709055
1292,"S",92.40115,.3281337
1293,"S",106.8465,.4864072
1294,"S",100.4116,.438461
1295,"S",101.9904,.5587175
1296,"S",106.9907,.2345009
1297,"S",89.59283,.1722182
1298,"S",98.21555,.1940428
1299,"S",81.01885,.1892025
1300,"S",95.80814,.6042045
1301,"S",99.13326,.5260594
1302,"S",96.07231,.4433728
1303,"S",104.7218,.3265707
1304,"S",108.4424,.9904258
1305,"S",93.34946,.4947712
1306,"S",89.48278,.2840368
1307,"S",86.89359,.2180793
1308,"S",95.13894,.5876419
1309,"S",102.4008,.571421
1310,"S",95.6462,.3902062
1311,"S",109.6752,.4253764
1312,"S",103.6441,.1224427
1313,"S",102.2836,.8313761
1314,"S",101.8741,.3104503
1315,"S",102.1215,1.12124
1316,"S",96.87534,.1175877
1317,"S",90.38883,.3244254
1318,"S",108.7682,.614705
1319,"S",97.11186,.2514276
1320,"S",108.8219,.5800992
1321,"S",101.6309,.1085854
1322,"S",101.5539,.6156224
1323,"S",105.6746,1.023084
1324,"S",99.79842,.8074396
1325,"S",94.01105,.5097728
1326,"S",98.22227,.5017672
1327,"S",91.5115,.5205781
1328,"S",101.9126,.3825261
1329,"S",90.68272,.6449409
1330,"S",98.07027,.691546
1331,"S",98.78108,.7002204
1332,"S",105.9401,.9285261
1333,"S",93.20782,.4026638
1334,"S",105.8643,.4700349
1335,"S",86.83719,.2408405
1336,"S",94.36779,.3314703
1337,"S",115.2586,.6605141
1338,"S",91.0536,.2675664
1339,"S",99.90066,.2485086
1340,"S",90.05363,.2062159
1341,"S",89.12152,.5998839
1342,"S",103.2706,.0480368
1343,"S",106.4703,.7076898
1344,"S",109.4626,.7482468
1345,"S",103.0336,.370787
1346,"S",103.144,.6958492
1347,"S",107.6047,.686529
1348,"S",94.82372,.5951874
1349,"S",99.1058,.8726133
1350,"S",83.28255,.3135559
1351,"S",98.55801,.5063652
1352,"S",110.2814,.4919438
1353,"S",104.116,.7448836
1354,"S",96.99023,.5072172
1355,"S",97.07051,.5668759
1356,"S",96.06929,.292778
1357,"S",98.39081,.1290591
1358,"S",102.77,.9348041
1359,"S",96.98476,.5941092
1360,"S",108.9606,.5601909
1361,"S",98.98857,.5765548
1362,"S",91.36784,.407328
1363,"S",94.41331,.5638903
1364,"S",99.06084,.1516615
1365,"S",92.91366,.0114806
1366,"S",103.0906,.5323617
1367,"S",108.3297,.6286743
1368,"S",100.784,.0627057
1369,"S",106.8526,.5458397
1370,"S",106.1792,.7438627
1371,"S",92.70163,.5009068
1372,"S",95.97796,.7286798
1373,"S",107.1237,.869251
1374,"S",100.8319,.4743941
1375,"S",86.87751,.353451
1376,"S",111.6582,.5265979
1377,"S",103.6524,.3882304
1378,"S",102.2312,.3224658
1379,"S",94.06699,.1851384
1380,"S",99.14543,.4812679
1381,"S",102.3178,.3631825
1382,"S",90.10059,.4658505
1383,"S",100.6536,.5278095
1384,"S",101.3451,.3176719
1385,"S",99.14822,.1523375
1386,"S",100.4695,.448846
1387,"S",102.1918,.6253183
1388,"S",102.2321,.4336778
1389,"S",97.64532,.7817087
1390,"S",93.88835,.4388311
1391,"S",119.3077,.6737392
1392,"S",93.04249,.778695
1393,"S",101.4303,.565631
1394,"S",99.6274,.5017017
1395,"S",107.0561,.5657365
1396,"S",103.5091,.5247911
1397,"S",84.43694,.0218703
1398,"S",87.84246,.4026462
1399,"S",112.3941,.6321645
1400,"S",104.1016,.4706221
1401,"S",93.72643,.7438521
1402,"S",97.13625,.6786808
1403,"S",106.7644,.4245071
1404,"S",84.29748,.4386527
1405,"S",110.7219,.2149439
1406,"S",100.5882,.6102016
1407,"S",105.1286,.5439579
1408,"S",97.22417,.3990312
1409,"S",104.6735,.5049474
1410,"S",88.54986,.4876428
1411,"S",102.5087,.149613
1412,"S",102.0553,.2881255
1413,"S",94.15118,.3132649
1414,"S",102.5559,.3406763
1415,"S",89.32951,.4409006
1416,"S",111.6443,.5278926
1417,"S",95.12235,.4814508
1418,"S",91.50139,.4773728
1419,"S",100.8074,.5113369
1420,"S",94.16545,.4478446
1421,"S",99.00531,.6529072
1422,"S",97.28683,.2686227
1423,"S",97.51169,.7699665
1424,"S",101.6963,.191889
1425,"S",95.37539,.391632
1426,"S",110.2867,.6205128
1427,"S",106.7763,.6506207
1428,"S",110.773,.4417397
1429,"S",112.7567,.622177
1430,"S",111.1767,.6501409
1431,"S",98.24052,.4873887
1432,"S",95.24259,.3056739
1433,"S",106.7372,.7519586
1434,"S",103.8623,.8162917
1435,"S",98.98582,.3461276
1436,"S",86.03505,.4633452
1437,"S",114.0841,.6010506
1438,"S",105.4262,.3982014
1439,"S",107.8293,.8544118
1440,"S",109.477,.7243639
1441,"S",111.7152,.7301562
1442,"S",104.1751,.3241373
1443,"S",95.55596,.4168325
1444,"S",105.9995,.7318337
1445,"S",98.13798,.4757631
1446,"S",98.49572,.4612101
1447,"S",109.1192,.3077867
1448,"S",104.6054,.7255311
1449,"S",101.2409,.3887084
1450,"S",101.0548,.2152626
1451,"S",119.6622,1.008516
1452,"S",97.28804,.6410945
1453,"S",112.8099,.2897653
1454,"S",95.24406,.4927454
1455,"S",104.056,.7982566
1456,"S",99.79365,.6205975
1457,"S",91.16405,.1177972
1458,"S",93.71346,.5324962
1459,"S",93.56655,.0985648
1460,"S",98.15702,.4685662
1461,"S",86.47729,.5999619
1462,"S",95.61439,.5897872
1463,"S",109.8135,1.294539
1464,"S",101.6375,.5099642
1465,"S",95.88398,.5720578
1466,"S",92.15196,.5060373
1467,"S",89.39429,.8029798
1468,"S",109.6609,.7981291
1469,"S",90.98666,.2290164
1470,"S",82.93998,.6018999
1471,"S",101.6352,.2764631
1472,"S",100.4701,.8292698
1473,"S",99.23627,.4699819
1474,"S",106.108,.4724948
1475,"S",97.71095,.5475864
1476,"S",98.22803,.6338543
1477,"S",110.4628,1.011083
1478,"S",106.4106,.7905433
1479,"S",108.3432,.4688482
1480,"S",100.656,.4582632
1481,"S",91.73704,.4550584
1482,"S",104.2982,.2573197
1483,"S",100.8825,.4763121
1484,"S",106.897,.5503414
1485,"S",94.06227,.561456
1486,"S",96.50535,.2786303
1487,"S",95.03392,.5351543
1488,"S",101.777,.2890943
1489,"S",89.39642,.3719712
1490,"S",104.0676,.5359049
1491,"S",101.8183,.3950468
1492,"S",101.7171,.2631836
1493,"S",101.7456,.5296245
1494,"S",96.05862,1.009013
1495,"S",82.50641,.1833157
1496,"S",103.5843,.4926785
1497,"S",105.9901,.7439657
1498,"S",115.6642,.8846617
1499,"S",104.6998,.5156457
1500,"S",94.21436,.3715295
1501,"S",114.275,.5098148
1502,"S",82.54297,.4611865
1503,"S",103.8649,.3750184
1504,"S",106.0179,.483347
1505,"S",100.6914,.5760163
1506,"S",91.84196,.3559778
1507,"S",110.0585,.682317
1508,"S",99.50386,.6504061
1509,"S",100.7498,.4675004
1510,"S",80.57456,.4109882
1511,"S",100.2857,.4828314
1512,"S",101.2572,.4795349
1513,"S",108.0275,.3773757
1514,"S",103.9061,1.099414
1515,"S",95.69751,.3618733
1516,"S",95.79744,1.078425
1517,"S",108.1908,.7035437
1518,"S",102.2708,.4159938
1519,"S",96.51447,.2104888
1520,"S",96.45008,.7250488
1521,"S",97.64429,.5454755
1522,"S",103.9857,.7595088
1523,"S",112.6247,.4691909
1524,"S",89.93375,.4238898
1525,"S",96.73676,.7707682
1526,"S",97.74811,.6054727
1527,"S",105.8746,1.068639
1528,"S",96.33727,.5539535
1529,"S",121.8124,1.072219
1530,"S",101.8818,.8084483
1531,"S",94.47061,.5421765
1532,"S",101.848,.5732374
1533,"S",91.81165,.3949103
1534,"S",87.61806,.4210318
1535,"S",104.8811,.5401916
1536,"S",91.64968,.7785203
1537,"S",102.8972,.8138003
1538,"S",96.99883,.4660057
1539,"S",108.1941,.4697196
1540,"S",96.70557,.3260684
1541,"S",97.92608,.2726589
1542,"S",103.2167,.3702552
1543,"S",101.3402,1.024693
1544,"S",93.91798,.2589118
1545,"S",108.2438,.5701693
1546,"S",103.2441,.6923277
1547,"S",107.4965,.4452167
1548,"S",104.3948,1.03096
1549,"S",94.69315,.5801432
1550,"S",97.31831,.5220965
1551,"S",116.1048,.4871926
1552,"S",109.3404,.6097955
1553,"S",103.9015,.5081703
1554,"S",105.6839,.3994561
1555,"S",96.18218,.2601866
1556,"S",104.4165,.4602907
1557,"S",99.60119,.3895559
1558,"S",107.6346,.2551467
1559,"S",104.3061,.3655514
1560,"S",100.0144,.4772966
1561,"S",102.7836,.4546137
1562,"S",104.1487,.1065837
1563,"S",107.7445,.8013988
1564,"S",101.7604,.1941413
1565,"S",105.3757,.384874
1566,"S",109.9235,.5674077
1567,"S",98.04478,.7654682
1568,"S",104.5591,.7960701
1569,"S",96.25687,.6746081
1570,"S",101.4758,.1788953
1571,"S",102.2306,.3475783
1572,"S",115.052,.4989513
1573,"S",99.48682,.5263054
1574,"S",107.1069,.9388564
1575,"S",111.5785,1.042609
1576,"S",104.6493,.8217968
1577,"S",101.7872,.2341731
1578,"S",88.00165,.3319224
1579,"S",106.1329,.337966
1580,"S",103.0375,.2808661
1581,"S",102.6447,.7786227
1582,"S",104.7884,.0771854
1583,"S",94.48545,.6678144
1584,"S",106.289,.2327903
1585,"S",107.2722,.4632654
1586,"S",91.49928,.3938033
1587,"S",96.07449,.0016558
1588,"S",108.4679,.5546873
1589,"S",92.28333,.3066041
1590,"S",105.9562,.4658328
1591,"S",90.95045,.6040115
1592,"S",109.0505,.4437838
1593,"S",106.8452,.8762875
1594,"S",96.55759,.6452525
1595,"S",90.66444,.2864941
1596,"S",90.19348,.2975709
1597,"S",99.56528,.7291511
1598,"S",88.65311,.2190805
1599,"S",102.9813,.5130677
1600,"S",110.2066,.2190994
1601,"S",92.2753,.285824
1602,"S",110.1687,.6491187
1603,"S",107.3661,.7982578
1604,"S",113.0249,.4168157
1605,"S",100.6827,.3037786
1606,"S",95.8101,.4730375
1607,"S",85.90335,.6772186
1608,"S",101.6089,.1304757
1609,"S",110.4606,.6059818
1610,"S",98.12911,.5104144
1611,"S",101.4246,.1279475
1612,"S",91.91038,.3291025
1613,"S",113.666,.618819
1614,"S",99.18463,.3603745
1615,"S",105.2809,.6468622
1616,"S",108.9707,.6895339
1617,"S",107.6998,.7038142
1618,"S",98.15006,.3995686
1619,"S",114.7051,.4851247
1620,"S",102.427,.421536
1621,"S",103.608,.779283
1622,"S",101.8174,.8866286
1623,"S",98.93667,.6995963
1624,"S",98.51384,.7272869
1625,"S",90.59236,.1838093
1626,"S",111.5388,.5276784
1627,"S",92.09164,.4527324
1628,"S",103.8323,.3489265
1629,"S",103.6022,.5161892
1630,"S",96.61924,.4770914
1631,"S",99.32713,.5091223
1632,"S",89.67216,.3503158
1633,"S",102.6562,.3519041
1634,"S",85.85521,.1206248
1635,"S",99.77795,.8172992
1636,"S",103.0724,.8483809
1637,"S",107.5362,.5791075
1638,"S",104.849,.8428723
1639,"S",115.0444,.7810963
1640,"S",101.4658,.5137134
1641,"S",105.3381,.6305016
1642,"S",98.47164,.7477483
1643,"S",96.07747,.5377131
1644,"S",107.9684,.1203177
1645,"S",106.5138,.3875007
1646,"S",102.2737,.9058677
1647,"S",110.3971,.3131319
1648,"S",110.5441,.8022302
1649,"S",93.42671,.329604
1650,"S",102.5395,.3396943
1651,"S",97.67376,.335321
1652,"S",99.4118,.475939
1653,"S",106.8726,.2649028
1654,"S",96.60728,.2903028
1655,"S",99.43291,.7719603
1656,"S",108.6718,.7454905
1657,"S",99.89313,.6998801
1658,"S",93.90375,.7439999
1659,"S",96.21086,.4056016
